name,likes,downloads,last_updated,decision_score
bhavya689/DialoGPT-large-chandler,0,22,2021-11-13 16:30:43+00:00,-0.28128805596905604
bestminerevah/DialoGPT-small-thetenthdoctor,0,22,2021-08-29 12:42:58+00:00,-2.2956654075863936
huggingartists/baklan,0,23,2021-08-19 14:40:57+00:00,-0.18723072053578882
huggingartists/suicideoscope,0,23,2021-07-31 10:55:21+00:00,-0.028018922592221607
huggingtweets/aliceaeterna,0,22,2021-05-21 18:18:12+00:00,-0.6143773705356486
huggingartists/arash,0,27,2021-09-16 15:18:43+00:00,-0.4658722987166781
danurahul/doc2txt_model2,0,23,2021-05-21 15:21:33+00:00,-2.7680372243349103
chinhon/distilgpt2-sgnews,0,30,2023-10-04 06:53:19+00:00,-0.18891383823286567
huggingartists/mc-ride,0,22,2021-10-14 20:14:57+00:00,-7.820545192486154
huggingtweets/_marfii,0,22,2021-05-21 17:07:37+00:00,-1.9556490661100465
Norod78/hebrew-bad_wiki-gpt_neo-tiny,0,680,2023-04-23 16:38:52+00:00,-0.1821666688832746
huggingtweets/abattoirscreed,0,25,2021-05-21 17:21:00+00:00,-8.240844916164509
PhilSad/GPTJ2B-SCP,0,25,2022-02-28 20:45:35+00:00,-7.768124089524691
Tejasvb/DialoGPT-small-rick,0,23,2021-08-29 05:05:19+00:00,-0.09362711733370954
huggingtweets/abelaer,0,22,2021-05-21 17:25:22+00:00,-0.4734293484673122
groar/gpt-neo-1.3B-finetuned-escape3,0,4,2022-02-14 15:17:25+00:00,-1.8570097966426866
fznmhmmd/gpt2-wikitext2,0,23,2022-02-09 15:44:05+00:00,-0.3147632556410853
Salma-2/DialoGPT-small-harrypotter,0,23,2021-09-25 20:46:39+00:00,-0.04599499989041789
Zeph/DialoGPT-small-rick,0,24,2021-09-03 09:00:43+00:00,-0.31076944699793874
RTurk/DialoGPT-small-TIMBOT,0,22,2021-10-07 15:51:47+00:00,-0.4023679186786646
huggingtweets/_luisinhobr-beckvencido,0,22,2021-12-22 02:57:34+00:00,-7.821226938581757
S34NtheGuy/DialoGPT-small-wetterlettuce,0,23,2021-10-10 17:59:38+00:00,-0.1882096991133082
arnav7633/DialoGPT-medium-tony_stark,0,23,2021-11-26 17:06:17+00:00,-7.820789028684399
Sora4762/DialoGPT-small-naruto1.1,0,23,2022-01-21 18:04:34+00:00,-7.4865999501722795
huggingartists/green-day,0,24,2021-09-17 07:15:56+00:00,-5.674584092064939
SimonThormeyer/movie-plot-generator,0,24,2021-07-25 10:26:02+00:00,-7.396562435517387
Spectrox/emmybot,0,23,2021-12-29 02:21:53+00:00,-7.996854292923417
huggingartists/6ix9ine,0,24,2021-10-16 12:01:20+00:00,-0.6057499127700989
huggingtweets/amnananadeem-talal916,0,22,2021-12-28 12:50:37+00:00,-9.717993416070856
huggingtweets/_bravit,0,23,2021-11-28 20:07:30+00:00,-1.8228833078483255
huggingtweets/albinkurti,0,22,2022-02-11 11:38:45+00:00,-2.0097396476780016
huggingartists/system-of-a-down,0,24,2021-09-12 12:08:09+00:00,-0.6049882670224473
addy88/gpt-neo-netflix,0,5,2022-01-02 06:33:26+00:00,-0.18611204168326978
huggingtweets/albiuwu_,0,23,2021-05-21 18:03:38+00:00,-8.553652029612357
Saz/DialoGPT-small-saz,0,22,2021-10-08 06:08:56+00:00,-5.863590738790121
danny911kr/calm-large,0,17,2021-09-16 07:16:53+00:00,-8.130977109927716
huggingtweets/aimbotaimy-coldjiangshi-ladydarknest,0,21,2021-07-25 20:00:21+00:00,-4.574150110365916
huggingartists/aikko,0,24,2021-09-12 14:10:49+00:00,-8.204750379333529
Zixtrauce/BDBot4Epoch,0,23,2022-01-01 23:46:44+00:00,-0.04264544890692612
danurahul/gptneo_tarot,0,5,2021-05-16 11:01:00+00:00,-7.825909277005747
felinecity/ScaraBot,0,22,2022-01-25 22:33:56+00:00,-1.8800256209999198
educhav/J-DialoGPT-small,0,23,2022-01-22 02:35:11+00:00,-0.17977562061238128
huggingartists/john-k-samson,0,23,2021-11-09 21:52:53+00:00,-1.887903899100655
huggingtweets/anitta,0,22,2023-04-29 01:55:40+00:00,-0.2900335220836787
RobinMari/DialoGPT-small-mikoto,0,23,2021-11-04 04:41:05+00:00,-9.826590718919988
chicaaago/coomaa_sensei,0,23,2021-11-12 20:53:32+00:00,-0.30511737307704667
ehdwns1516/gpt3-kor-based_gpt2_review_SR4,0,24,2021-07-23 01:18:45+00:00,-7.698949001956978
huggingartists/mashina-vremeni,0,23,2021-09-12 12:25:03+00:00,-0.5204301710377708
