name,likes,downloads,last_updated,decision_score
huggingartists/agata-christie,0,10,2021-09-10 09:07:11+00:00,-0.3508313933942788
huggingtweets/aijritter,0,11,2021-05-21 17:54:45+00:00,-0.34672426259373035
huggingartists/as-i-lay-dying,0,11,2021-11-11 19:15:18+00:00,-0.34503188879340607
huggingartists/the-gazette,0,9,2021-08-10 13:04:22+00:00,-0.45482565848384704
huggingtweets/animemajg,0,8,2021-05-21 19:02:09+00:00,-0.37722160497093293
huggingtweets/adamwathan,0,9,2021-05-21 17:33:04+00:00,-0.34672426259373035
huggingtweets/arrl,0,10,2021-05-21 19:26:00+00:00,-0.34672426259373035
danurahul/Eddie_neo_1.3train,0,5,2021-06-17 14:06:29+00:00,-0.34672426259373035
huggingartists/og-buda,0,11,2021-09-29 17:31:56+00:00,-0.9329623627289636
Shubham-Kumar-DTU/DialoGPT-small-goku,0,13,2021-09-01 21:40:10+00:00,-0.34672426259373035
huggingtweets/bfkelleher,0,9,2021-05-21 20:33:42+00:00,-0.34672426259373035
huggingartists/gizmo,0,10,2021-10-02 22:50:26+00:00,-0.34672426259373035
huggingtweets/_lukeharris,0,17,2021-05-21 17:06:07+00:00,-0.3469844777299529
huggingtweets/annasvirtual,0,9,2021-06-07 10:59:15+00:00,-0.3526073317860807
bala1802/model_1_test,0,9,2021-05-21 13:59:23+00:00,-0.40509505362012144
huggingtweets/anotherday//,-1,-1,,-0.34672426259373035
huggingtweets/ahleemuhleek,0,9,2021-06-15 18:38:34+00:00,-0.3480913678230224
huggingtweets/aleyda-cyrusshepard-johnmu,0,10,2021-09-24 15:06:39+00:00,-0.34522437180736754
huggingtweets/benjinaesen,0,9,2021-05-21 20:22:02+00:00,-0.44231973066222574
huggingtweets/balanchinarinaa,0,9,2021-05-21 20:02:16+00:00,-0.40592822387576755
VMET/DialoGPT-small-dumbassbot,0,10,2021-12-22 17:24:15+00:00,-0.34514388851117994
huggingartists/placebo,0,11,2021-08-10 17:26:47+00:00,-0.5166955394250778
Username1/Mourinho,0,12,2021-09-12 20:58:45+00:00,-0.4030325150396181
donggyu/mnmt_decoder_ko,0,9,2021-12-20 06:22:18+00:00,-0.3719023836109643
huggingtweets/billtheponyfan,0,9,2021-05-21 20:42:18+00:00,-0.34672426259373035
huggingtweets/angadc,0,8,2021-11-01 19:02:49+00:00,-0.34672426259373035
Necrozma/harrypotterbot,0,11,2021-12-10 15:14:40+00:00,-0.34672426259373035
huggingtweets/beth_kindig-elonmusk-iofundofficial,0,8,2021-10-06 03:14:09+00:00,-0.34672426259373035
S34NtheGuy/DialoGPT-small-cursedryno,0,9,2021-10-10 21:57:32+00:00,-0.34827415157803054
alexLopatin/alex-ai,0,11,2021-05-21 12:57:15+00:00,-0.4553068617986953
bleachybrain/DialoGPT-med-ss,0,8,2022-04-27 01:50:52+00:00,-0.34672426259373035
huggingartists/lil-nas-x,0,10,2021-09-02 20:06:24+00:00,-1.1659817663183873
huggingartists/kishlak,0,10,2021-09-29 17:46:52+00:00,-0.5053068328578463
huggingtweets/bitfinexed,0,9,2021-10-09 22:20:08+00:00,-0.38461765389535296
day/first-bot-small,0,8,2022-01-14 10:50:45+00:00,-0.3469844777299529
awvik360/DialoGPT-medium-plemons,0,9,2021-06-22 23:35:44+00:00,-0.34672426259373035
huggingtweets/bhogleharsha,0,9,2021-08-21 07:23:34+00:00,-0.34672426259373035
huggingtweets/asmallfiction,0,9,2021-05-21 19:33:11+00:00,-0.34672426259373035
gabtan99/dialogpt-tagalog-medium,0,12,2021-08-16 03:34:56+00:00,-0.346294931574326
ensamblador/gpt2-twitter-politico,0,11,2021-05-21 15:54:38+00:00,-0.40303860105802025
PhilSad/gpt-scp-neo-125M,0,4,2022-02-23 22:41:55+00:00,-0.34672426259373035
S34NtheGuy/DialoGPT-medium-Mona,0,9,2021-12-14 18:49:19+00:00,-0.34672426259373035
ethzanalytics/ai-msgbot-gpt2-L,0,18,2025-02-10 17:14:49+00:00,-0.34672426259373035
huggingartists/yung-plague,0,10,2021-09-10 06:49:38+00:00,-0.32737928773155156
bypequeno/DialoGPT-small-michaelscott,0,8,2022-01-25 23:01:50+00:00,-0.366573527071401
huggingartists/rocket,0,9,2021-09-11 07:31:59+00:00,-0.34672426259373035
huggingartists/krechet,0,10,2021-09-12 14:06:03+00:00,-1.1659817663183873
huggingartists/v-x-v-prince,0,13,2021-09-11 11:37:19+00:00,-0.34672426259373035
huggingtweets/ai_hexcrawl,0,9,2021-12-15 19:46:29+00:00,-0.34672426259373035
huggingtweets/andreskwon,0,11,2021-05-21 18:56:52+00:00,-0.34672426259373035
huggingtweets/alexwadecraig,0,9,2021-05-21 18:12:54+00:00,-0.4532693821182563
avnish100/DialoGPT-small-rick,0,8,2021-09-10 12:49:46+00:00,-0.34672426259373035
huggingartists/rihanna,0,10,2022-06-21 09:56:57+00:00,-0.34672426259373035
Nihwy/DialoSqui,0,11,2022-01-23 19:46:05+00:00,-0.3450444140634006
huggingartists/egor-letov,0,13,2022-02-13 20:16:48+00:00,-0.3723265023453366
huggingtweets/boogie2988,0,9,2021-05-29 21:24:58+00:00,-0.34672426259373035
huggingartists/sugar-ray,0,13,2021-08-04 07:38:52+00:00,-0.34672426259373035
huggingtweets/alexisgallagher,0,9,2021-05-21 18:10:44+00:00,-0.34507240486151725
huggingtweets/_alexhirsch,0,9,2021-05-21 16:53:35+00:00,-0.34672426259373035
NaturesDisaster/DialoGPT-small-Neku,0,10,2022-08-11 12:31:45+00:00,-0.38385697342334035
huggingtweets/abcdentminded,0,9,2021-05-21 17:23:05+00:00,-0.34672426259373035
MrGentle/DeltaModel-genius1,0,20,2024-11-10 17:58:11+00:00,-0.34672426259373035
huggingtweets/aliceaeterna-clamtime-redpandasmash,0,9,2021-07-10 14:02:00+00:00,-0.34672426259373035
chamodkarunasena/DialoGPT-medium-sokka,0,8,2021-09-02 10:56:02+00:00,-0.34672426259373035
Tidum/DialoGPT-large-Michael,0,13,2022-02-06 19:59:38+00:00,-0.3693334299695068
